"","X1","X2","Y","predY100","predY25","predY50","predY200","predY400","predY800","predY1600","predY3200"
"12190",0,0,1,2,2,2,2,1,1,1,1
"6297",1,2,0,2,2,2,2,2,2,2,1
"32059",0,1,1,0,0,0,0,0,0,0,1
"32060",0,1,0,0,0,0,0,0,0,0,1
"12191",0,0,1,2,2,2,2,1,1,1,1
"12192",0,0,1,2,2,2,2,1,1,1,1
"5691",0,2,2,2,2,2,2,2,2,2,1
"12193",0,0,1,2,2,2,2,1,1,1,1
"4814",1,1,1,0,2,0,0,0,0,0,1
"32061",0,1,0,0,0,0,0,0,0,0,1
"4815",1,1,0,0,2,0,0,0,0,0,1
"12194",0,0,1,2,2,2,2,1,1,1,1
"4816",1,1,0,0,2,0,0,0,0,0,1
"21424",1,0,0,2,2,2,2,2,2,2,1
"5692",0,2,2,2,2,2,2,2,2,2,1
"12195",0,0,0,2,2,2,2,1,1,1,1
"21425",1,0,0,2,2,2,2,2,2,2,1
"32062",0,1,0,0,0,0,0,0,0,0,1
"5693",0,2,1,2,2,2,2,2,2,2,1
"4817",1,1,0,0,2,0,0,0,0,0,1
"32063",0,1,0,0,0,0,0,0,0,0,1
"32064",0,1,2,0,0,0,0,0,0,0,1
"12196",0,0,1,2,2,2,2,1,1,1,1
"21426",1,0,1,2,2,2,2,2,2,2,1
"32065",0,1,2,0,0,0,0,0,0,0,1
"4818",1,1,1,0,2,0,0,0,0,0,1
"5694",0,2,1,2,2,2,2,2,2,2,1
"12197",0,0,1,2,2,2,2,1,1,1,1
"12198",0,0,0,2,2,2,2,1,1,1,1
"32066",0,1,0,0,0,0,0,0,0,0,1
"12199",0,0,1,2,2,2,2,1,1,1,1
"21427",1,0,0,2,2,2,2,2,2,2,1
"4819",1,1,0,0,2,0,0,0,0,0,1
"32067",0,1,1,0,0,0,0,0,0,0,1
"21428",1,0,2,2,2,2,2,2,2,2,1
"12200",0,0,1,2,2,2,2,1,1,1,1
"21429",1,0,2,2,2,2,2,2,2,2,1
"12201",0,0,0,2,2,2,2,1,1,1,1
"12202",0,0,2,2,2,2,2,1,1,1,1
"12203",0,0,1,2,2,2,2,1,1,1,1
"12204",0,0,0,2,2,2,2,1,1,1,1
"12205",0,0,1,2,2,2,2,1,1,1,1
"5695",0,2,1,2,2,2,2,2,2,2,1
"4820",1,1,1,0,2,0,0,0,0,0,1
"4821",1,1,0,0,2,0,0,0,0,0,1
"32068",0,1,1,0,0,0,0,0,0,0,1
"12206",0,0,1,2,2,2,2,1,1,1,1
"21430",1,0,2,2,2,2,2,2,2,2,1
"32069",0,1,0,0,0,0,0,0,0,0,1
"32070",0,1,2,0,0,0,0,0,0,0,1
"21431",1,0,2,2,2,2,2,2,2,2,1
"21432",1,0,2,2,2,2,2,2,2,2,1
"6298",1,2,0,2,2,2,2,2,2,2,1
"12207",0,0,1,2,2,2,2,1,1,1,1
"12208",0,0,1,2,2,2,2,1,1,1,1
"4822",1,1,1,0,2,0,0,0,0,0,1
"32071",0,1,0,0,0,0,0,0,0,0,1
"32072",0,1,0,0,0,0,0,0,0,0,1
"21433",1,0,2,2,2,2,2,2,2,2,1
"32073",0,1,0,0,0,0,0,0,0,0,1
"12209",0,0,2,2,2,2,2,1,1,1,1
"5696",0,2,2,2,2,2,2,2,2,2,1
"12210",0,0,0,2,2,2,2,1,1,1,1
"21434",1,0,0,2,2,2,2,2,2,2,1
"32074",0,1,2,0,0,0,0,0,0,0,1
"12211",0,0,0,2,2,2,2,1,1,1,1
"32075",0,1,0,0,0,0,0,0,0,0,1
"12212",0,0,1,2,2,2,2,1,1,1,1
"32076",0,1,0,0,0,0,0,0,0,0,1
"12213",0,0,1,2,2,2,2,1,1,1,1
"21435",1,0,2,2,2,2,2,2,2,2,1
"12214",0,0,2,2,2,2,2,1,1,1,1
"32077",0,1,0,0,0,0,0,0,0,0,1
"12215",0,0,1,2,2,2,2,1,1,1,1
"21436",1,0,2,2,2,2,2,2,2,2,1
"4823",1,1,0,0,2,0,0,0,0,0,1
"12216",0,0,1,2,2,2,2,1,1,1,1
"21437",1,0,2,2,2,2,2,2,2,2,1
"5697",0,2,1,2,2,2,2,2,2,2,1
"32078",0,1,2,0,0,0,0,0,0,0,1
"6299",1,2,0,2,2,2,2,2,2,2,1
"21438",1,0,1,2,2,2,2,2,2,2,1
"12217",0,0,1,2,2,2,2,1,1,1,1
"32079",0,1,0,0,0,0,0,0,0,0,1
"6300",1,2,0,2,2,2,2,2,2,2,1
"4824",1,1,0,0,2,0,0,0,0,0,1
"32080",0,1,0,0,0,0,0,0,0,0,1
"12218",0,0,1,2,2,2,2,1,1,1,1
"21439",1,0,2,2,2,2,2,2,2,2,1
"12219",0,0,1,2,2,2,2,1,1,1,1
"32081",0,1,0,0,0,0,0,0,0,0,1
"32082",0,1,0,0,0,0,0,0,0,0,1
"21440",1,0,1,2,2,2,2,2,2,2,1
"21441",1,0,2,2,2,2,2,2,2,2,1
"5698",0,2,2,2,2,2,2,2,2,2,1
"32083",0,1,0,0,0,0,0,0,0,0,1
"21442",1,0,2,2,2,2,2,2,2,2,1
"32084",0,1,2,0,0,0,0,0,0,0,1
"12220",0,0,2,2,2,2,2,1,1,1,1
"6301",1,2,0,2,2,2,2,2,2,2,1
"5699",0,2,2,2,2,2,2,2,2,2,1
"4825",1,1,1,0,2,0,0,0,0,0,1
"12221",0,0,0,2,2,2,2,1,1,1,1
"12222",0,0,1,2,2,2,2,1,1,1,1
"5700",0,2,2,2,2,2,2,2,2,2,1
"4826",1,1,1,0,2,0,0,0,0,0,1
"5701",0,2,1,2,2,2,2,2,2,2,1
"4827",1,1,0,0,2,0,0,0,0,0,1
"12223",0,0,1,2,2,2,2,1,1,1,1
"32085",0,1,0,0,0,0,0,0,0,0,1
"12224",0,0,1,2,2,2,2,1,1,1,1
"32086",0,1,0,0,0,0,0,0,0,0,1
"12225",0,0,1,2,2,2,2,1,1,1,1
"4828",1,1,1,0,2,0,0,0,0,0,1
"21443",1,0,2,2,2,2,2,2,2,2,1
"32087",0,1,2,0,0,0,0,0,0,0,1
"12226",0,0,0,2,2,2,2,1,1,1,1
"32088",0,1,0,0,0,0,0,0,0,0,1
"6302",1,2,0,2,2,2,2,2,2,2,1
"12227",0,0,1,2,2,2,2,1,1,1,1
"12228",0,0,0,2,2,2,2,1,1,1,1
"4829",1,1,0,0,2,0,0,0,0,0,1
"12229",0,0,1,2,2,2,2,1,1,1,1
"21444",1,0,2,2,2,2,2,2,2,2,1
"12230",0,0,1,2,2,2,2,1,1,1,1
"21445",1,0,1,2,2,2,2,2,2,2,1
"21446",1,0,2,2,2,2,2,2,2,2,1
"12231",0,0,1,2,2,2,2,1,1,1,1
"4830",1,1,0,0,2,0,0,0,0,0,1
"12232",0,0,2,2,2,2,2,1,1,1,1
"4831",1,1,0,0,2,0,0,0,0,0,1
"32089",0,1,0,0,0,0,0,0,0,0,1
"21447",1,0,1,2,2,2,2,2,2,2,1
"12233",0,0,0,2,2,2,2,1,1,1,1
"32090",0,1,0,0,0,0,0,0,0,0,1
"12234",0,0,1,2,2,2,2,1,1,1,1
"32091",0,1,0,0,0,0,0,0,0,0,1
"12235",0,0,0,2,2,2,2,1,1,1,1
"32092",0,1,1,0,0,0,0,0,0,0,1
"5702",0,2,2,2,2,2,2,2,2,2,1
"21448",1,0,2,2,2,2,2,2,2,2,1
"32093",0,1,0,0,0,0,0,0,0,0,1
"6303",1,2,0,2,2,2,2,2,2,2,1
"12236",0,0,1,2,2,2,2,1,1,1,1
"32094",0,1,2,0,0,0,0,0,0,0,1
"32095",0,1,2,0,0,0,0,0,0,0,1
"12237",0,0,0,2,2,2,2,1,1,1,1
"21449",1,0,2,2,2,2,2,2,2,2,1
"12238",0,0,1,2,2,2,2,1,1,1,1
"4832",1,1,0,0,2,0,0,0,0,0,1
"12239",0,0,0,2,2,2,2,1,1,1,1
"4833",1,1,1,0,2,0,0,0,0,0,1
"21450",1,0,2,2,2,2,2,2,2,2,1
"32096",0,1,0,0,0,0,0,0,0,0,1
"12240",0,0,0,2,2,2,2,1,1,1,1
"21451",1,0,0,2,2,2,2,2,2,2,1
"21452",1,0,2,2,2,2,2,2,2,2,1
"32097",0,1,0,0,0,0,0,0,0,0,1
"32098",0,1,0,0,0,0,0,0,0,0,1
"12241",0,0,1,2,2,2,2,1,1,1,1
"21453",1,0,2,2,2,2,2,2,2,2,1
"21454",1,0,1,2,2,2,2,2,2,2,1
"32099",0,1,0,0,0,0,0,0,0,0,1
"6304",1,2,0,2,2,2,2,2,2,2,1
"12242",0,0,1,2,2,2,2,1,1,1,1
"5703",0,2,2,2,2,2,2,2,2,2,1
"4834",1,1,1,0,2,0,0,0,0,0,1
"32100",0,1,1,0,0,0,0,0,0,0,1
"21455",1,0,2,2,2,2,2,2,2,2,1
"12243",0,0,0,2,2,2,2,1,1,1,1
"32101",0,1,0,0,0,0,0,0,0,0,1
"32102",0,1,1,0,0,0,0,0,0,0,1
"5704",0,2,2,2,2,2,2,2,2,2,1
"32103",0,1,0,0,0,0,0,0,0,0,1
"21456",1,0,0,2,2,2,2,2,2,2,1
"5705",0,2,1,2,2,2,2,2,2,2,1
"12244",0,0,1,2,2,2,2,1,1,1,1
"12245",0,0,1,2,2,2,2,1,1,1,1
"32104",0,1,0,0,0,0,0,0,0,0,1
"5706",0,2,2,2,2,2,2,2,2,2,1
"32105",0,1,0,0,0,0,0,0,0,0,1
"21457",1,0,2,2,2,2,2,2,2,2,1
"21458",1,0,0,2,2,2,2,2,2,2,1
"4835",1,1,0,0,2,0,0,0,0,0,1
"4836",1,1,1,0,2,0,0,0,0,0,1
"32106",0,1,0,0,0,0,0,0,0,0,1
"32107",0,1,2,0,0,0,0,0,0,0,1
"21459",1,0,2,2,2,2,2,2,2,2,1
"12246",0,0,1,2,2,2,2,1,1,1,1
"21460",1,0,1,2,2,2,2,2,2,2,1
"12247",0,0,0,2,2,2,2,1,1,1,1
"21461",1,0,2,2,2,2,2,2,2,2,1
"12248",0,0,0,2,2,2,2,1,1,1,1
"12249",0,0,2,2,2,2,2,1,1,1,1
"4837",1,1,1,0,2,0,0,0,0,0,1
"21462",1,0,0,2,2,2,2,2,2,2,1
"32108",0,1,0,0,0,0,0,0,0,0,1
"4838",1,1,0,0,2,0,0,0,0,0,1
"12250",0,0,0,2,2,2,2,1,1,1,1
"12251",0,0,2,2,2,2,2,1,1,1,1
"32109",0,1,0,0,0,0,0,0,0,0,1
"5707",0,2,2,2,2,2,2,2,2,2,1
"12252",0,0,1,2,2,2,2,1,1,1,1
"12253",0,0,1,2,2,2,2,1,1,1,1
"5708",0,2,2,2,2,2,2,2,2,2,1
"12254",0,0,0,2,2,2,2,1,1,1,1
"12255",0,0,1,2,2,2,2,1,1,1,1
"21463",1,0,2,2,2,2,2,2,2,2,1
"12256",0,0,1,2,2,2,2,1,1,1,1
"4839",1,1,0,0,2,0,0,0,0,0,1
"21464",1,0,2,2,2,2,2,2,2,2,1
"32110",0,1,2,0,0,0,0,0,0,0,1
"12257",0,0,1,2,2,2,2,1,1,1,1
"12258",0,0,1,2,2,2,2,1,1,1,1
"12259",0,0,1,2,2,2,2,1,1,1,1
"5709",0,2,2,2,2,2,2,2,2,2,1
"12260",0,0,1,2,2,2,2,1,1,1,1
"12261",0,0,1,2,2,2,2,1,1,1,1
"12262",0,0,0,2,2,2,2,1,1,1,1
"12263",0,0,0,2,2,2,2,1,1,1,1
"12264",0,0,2,2,2,2,2,1,1,1,1
"12265",0,0,0,2,2,2,2,1,1,1,1
"6305",1,2,0,2,2,2,2,2,2,2,1
"12266",0,0,1,2,2,2,2,1,1,1,1
"12267",0,0,1,2,2,2,2,1,1,1,1
"12268",0,0,1,2,2,2,2,1,1,1,1
"32111",0,1,0,0,0,0,0,0,0,0,1
"12269",0,0,1,2,2,2,2,1,1,1,1
"32112",0,1,1,0,0,0,0,0,0,0,1
"32113",0,1,2,0,0,0,0,0,0,0,1
"21465",1,0,2,2,2,2,2,2,2,2,1
"12270",0,0,1,2,2,2,2,1,1,1,1
"12271",0,0,1,2,2,2,2,1,1,1,1
"21466",1,0,0,2,2,2,2,2,2,2,1
"32114",0,1,0,0,0,0,0,0,0,0,1
"32115",0,1,1,0,0,0,0,0,0,0,1
"4840",1,1,0,0,2,0,0,0,0,0,1
"21467",1,0,1,2,2,2,2,2,2,2,1
"5710",0,2,1,2,2,2,2,2,2,2,1
"5711",0,2,1,2,2,2,2,2,2,2,1
"32116",0,1,0,0,0,0,0,0,0,0,1
"32117",0,1,2,0,0,0,0,0,0,0,1
"32118",0,1,0,0,0,0,0,0,0,0,1
"32119",0,1,1,0,0,0,0,0,0,0,1
"32120",0,1,0,0,0,0,0,0,0,0,1
"12272",0,0,1,2,2,2,2,1,1,1,1
"32121",0,1,0,0,0,0,0,0,0,0,1
"32122",0,1,0,0,0,0,0,0,0,0,1
"12273",0,0,2,2,2,2,2,1,1,1,1
"12274",0,0,1,2,2,2,2,1,1,1,1
"5712",0,2,1,2,2,2,2,2,2,2,1
"32123",0,1,2,0,0,0,0,0,0,0,1
"12275",0,0,0,2,2,2,2,1,1,1,1
"21468",1,0,2,2,2,2,2,2,2,2,1
"32124",0,1,2,0,0,0,0,0,0,0,1
"21469",1,0,2,2,2,2,2,2,2,2,1
"32125",0,1,2,0,0,0,0,0,0,0,1
"32126",0,1,1,0,0,0,0,0,0,0,1
"21470",1,0,0,2,2,2,2,2,2,2,1
"32127",0,1,0,0,0,0,0,0,0,0,1
"32128",0,1,2,0,0,0,0,0,0,0,1
"4841",1,1,0,0,2,0,0,0,0,0,1
"21471",1,0,2,2,2,2,2,2,2,2,1
"32129",0,1,0,0,0,0,0,0,0,0,1
"32130",0,1,0,0,0,0,0,0,0,0,1
"4842",1,1,1,0,2,0,0,0,0,0,1
"12276",0,0,0,2,2,2,2,1,1,1,1
"12277",0,0,0,2,2,2,2,1,1,1,1
"4843",1,1,1,0,2,0,0,0,0,0,1
"12278",0,0,1,2,2,2,2,1,1,1,1
"4844",1,1,0,0,2,0,0,0,0,0,1
"32131",0,1,0,0,0,0,0,0,0,0,1
"32132",0,1,0,0,0,0,0,0,0,0,1
"21472",1,0,2,2,2,2,2,2,2,2,1
"32133",0,1,2,0,0,0,0,0,0,0,1
"21473",1,0,1,2,2,2,2,2,2,2,1
"32134",0,1,2,0,0,0,0,0,0,0,1
"12279",0,0,0,2,2,2,2,1,1,1,1
"21474",1,0,2,2,2,2,2,2,2,2,1
"21475",1,0,2,2,2,2,2,2,2,2,1
"4845",1,1,0,0,2,0,0,0,0,0,1
"32135",0,1,2,0,0,0,0,0,0,0,1
"32136",0,1,2,0,0,0,0,0,0,0,1
"4846",1,1,0,0,2,0,0,0,0,0,1
"21476",1,0,0,2,2,2,2,2,2,2,1
"32137",0,1,2,0,0,0,0,0,0,0,1
"12280",0,0,1,2,2,2,2,1,1,1,1
"5713",0,2,2,2,2,2,2,2,2,2,1
"32138",0,1,0,0,0,0,0,0,0,0,1
"32139",0,1,0,0,0,0,0,0,0,0,1
"32140",0,1,0,0,0,0,0,0,0,0,1
"12281",0,0,1,2,2,2,2,1,1,1,1
"21477",1,0,2,2,2,2,2,2,2,2,1
"12282",0,0,2,2,2,2,2,1,1,1,1
"32141",0,1,0,0,0,0,0,0,0,0,1
"32142",0,1,0,0,0,0,0,0,0,0,1
"21478",1,0,2,2,2,2,2,2,2,2,1
"12283",0,0,1,2,2,2,2,1,1,1,1
"32143",0,1,0,0,0,0,0,0,0,0,1
"32144",0,1,2,0,0,0,0,0,0,0,1
"4847",1,1,0,0,2,0,0,0,0,0,1
"21479",1,0,2,2,2,2,2,2,2,2,1
"21480",1,0,0,2,2,2,2,2,2,2,1
"12284",0,0,1,2,2,2,2,1,1,1,1
"12285",0,0,1,2,2,2,2,1,1,1,1
"32145",0,1,0,0,0,0,0,0,0,0,1
"12286",0,0,0,2,2,2,2,1,1,1,1
"12287",0,0,0,2,2,2,2,1,1,1,1
"32146",0,1,2,0,0,0,0,0,0,0,1
"21481",1,0,1,2,2,2,2,2,2,2,1
"32147",0,1,0,0,0,0,0,0,0,0,1
"4848",1,1,0,0,2,0,0,0,0,0,1
"32148",0,1,2,0,0,0,0,0,0,0,1
"32149",0,1,2,0,0,0,0,0,0,0,1
"32150",0,1,0,0,0,0,0,0,0,0,1
"32151",0,1,0,0,0,0,0,0,0,0,1
"32152",0,1,2,0,0,0,0,0,0,0,1
"12288",0,0,2,2,2,2,2,1,1,1,1
"21482",1,0,1,2,2,2,2,2,2,2,1
"21483",1,0,0,2,2,2,2,2,2,2,1
"12289",0,0,2,2,2,2,2,1,1,1,1
"6306",1,2,0,2,2,2,2,2,2,2,1
"32153",0,1,0,0,0,0,0,0,0,0,1
"32154",0,1,0,0,0,0,0,0,0,0,1
"12290",0,0,1,2,2,2,2,1,1,1,1
"21484",1,0,2,2,2,2,2,2,2,2,1
"32155",0,1,0,0,0,0,0,0,0,0,1
"21485",1,0,2,2,2,2,2,2,2,2,1
"21486",1,0,2,2,2,2,2,2,2,2,1
"32156",0,1,0,0,0,0,0,0,0,0,1
"6307",1,2,0,2,2,2,2,2,2,2,1
"32157",0,1,2,0,0,0,0,0,0,0,1
"32158",0,1,0,0,0,0,0,0,0,0,1
"21487",1,0,2,2,2,2,2,2,2,2,1
"12291",0,0,1,2,2,2,2,1,1,1,1
"4849",1,1,1,0,2,0,0,0,0,0,1
"21488",1,0,2,2,2,2,2,2,2,2,1
"32159",0,1,0,0,0,0,0,0,0,0,1
"32160",0,1,1,0,0,0,0,0,0,0,1
"12292",0,0,1,2,2,2,2,1,1,1,1
"12293",0,0,0,2,2,2,2,1,1,1,1
"32161",0,1,2,0,0,0,0,0,0,0,1
"6308",1,2,0,2,2,2,2,2,2,2,1
"32162",0,1,0,0,0,0,0,0,0,0,1
"4850",1,1,0,0,2,0,0,0,0,0,1
"12294",0,0,2,2,2,2,2,1,1,1,1
"32163",0,1,2,0,0,0,0,0,0,0,1
"21489",1,0,0,2,2,2,2,2,2,2,1
"32164",0,1,0,0,0,0,0,0,0,0,1
"12295",0,0,1,2,2,2,2,1,1,1,1
"32165",0,1,0,0,0,0,0,0,0,0,1
"32166",0,1,2,0,0,0,0,0,0,0,1
"32167",0,1,0,0,0,0,0,0,0,0,1
"12296",0,0,1,2,2,2,2,1,1,1,1
"12297",0,0,1,2,2,2,2,1,1,1,1
"21490",1,0,2,2,2,2,2,2,2,2,1
"12298",0,0,1,2,2,2,2,1,1,1,1
"32168",0,1,0,0,0,0,0,0,0,0,1
"5714",0,2,2,2,2,2,2,2,2,2,1
"12299",0,0,1,2,2,2,2,1,1,1,1
"32169",0,1,0,0,0,0,0,0,0,0,1
"4851",1,1,0,0,2,0,0,0,0,0,1
"32170",0,1,2,0,0,0,0,0,0,0,1
"32171",0,1,0,0,0,0,0,0,0,0,1
"4852",1,1,1,0,2,0,0,0,0,0,1
"32172",0,1,0,0,0,0,0,0,0,0,1
"32173",0,1,0,0,0,0,0,0,0,0,1
"32174",0,1,0,0,0,0,0,0,0,0,1
"32175",0,1,1,0,0,0,0,0,0,0,1
"6309",1,2,0,2,2,2,2,2,2,2,1
"12300",0,0,2,2,2,2,2,1,1,1,1
"21491",1,0,2,2,2,2,2,2,2,2,1
"12301",0,0,0,2,2,2,2,1,1,1,1
"12302",0,0,2,2,2,2,2,1,1,1,1
"12303",0,0,1,2,2,2,2,1,1,1,1
"32176",0,1,0,0,0,0,0,0,0,0,1
"12304",0,0,1,2,2,2,2,1,1,1,1
"32177",0,1,0,0,0,0,0,0,0,0,1
"32178",0,1,1,0,0,0,0,0,0,0,1
"32179",0,1,0,0,0,0,0,0,0,0,1
"32180",0,1,2,0,0,0,0,0,0,0,1
"5715",0,2,1,2,2,2,2,2,2,2,1
"21492",1,0,2,2,2,2,2,2,2,2,1
"21493",1,0,2,2,2,2,2,2,2,2,1
"4853",1,1,0,0,2,0,0,0,0,0,1
"32181",0,1,0,0,0,0,0,0,0,0,1
"32182",0,1,2,0,0,0,0,0,0,0,1
"32183",0,1,0,0,0,0,0,0,0,0,1
"4854",1,1,0,0,2,0,0,0,0,0,1
"32184",0,1,0,0,0,0,0,0,0,0,1
"4855",1,1,0,0,2,0,0,0,0,0,1
"32185",0,1,0,0,0,0,0,0,0,0,1
"12305",0,0,0,2,2,2,2,1,1,1,1
"12306",0,0,0,2,2,2,2,1,1,1,1
"5716",0,2,2,2,2,2,2,2,2,2,1
"32186",0,1,2,0,0,0,0,0,0,0,1
"32187",0,1,2,0,0,0,0,0,0,0,1
"32188",0,1,1,0,0,0,0,0,0,0,1
"21494",1,0,2,2,2,2,2,2,2,2,1
"4856",1,1,0,0,2,0,0,0,0,0,1
"12307",0,0,1,2,2,2,2,1,1,1,1
"32189",0,1,0,0,0,0,0,0,0,0,1
"32190",0,1,0,0,0,0,0,0,0,0,1
"32191",0,1,2,0,0,0,0,0,0,0,1
"32192",0,1,0,0,0,0,0,0,0,0,1
"4857",1,1,0,0,2,0,0,0,0,0,1
"21495",1,0,0,2,2,2,2,2,2,2,1
"12308",0,0,0,2,2,2,2,1,1,1,1
"32193",0,1,0,0,0,0,0,0,0,0,1
"4858",1,1,1,0,2,0,0,0,0,0,1
"32194",0,1,0,0,0,0,0,0,0,0,1
"21496",1,0,1,2,2,2,2,2,2,2,1
"32195",0,1,0,0,0,0,0,0,0,0,1
"21497",1,0,1,2,2,2,2,2,2,2,1
"32196",0,1,2,0,0,0,0,0,0,0,1
"4859",1,1,0,0,2,0,0,0,0,0,1
"32197",0,1,2,0,0,0,0,0,0,0,1
"12309",0,0,0,2,2,2,2,1,1,1,1
"5717",0,2,2,2,2,2,2,2,2,2,1
"12310",0,0,2,2,2,2,2,1,1,1,1
"32198",0,1,2,0,0,0,0,0,0,0,1
"21498",1,0,2,2,2,2,2,2,2,2,1
"12311",0,0,1,2,2,2,2,1,1,1,1
"6310",1,2,0,2,2,2,2,2,2,2,1
"12312",0,0,1,2,2,2,2,1,1,1,1
"21499",1,0,1,2,2,2,2,2,2,2,1
"32199",0,1,0,0,0,0,0,0,0,0,1
"32200",0,1,0,0,0,0,0,0,0,0,1
"12313",0,0,1,2,2,2,2,1,1,1,1
"12314",0,0,2,2,2,2,2,1,1,1,1
"32201",0,1,0,0,0,0,0,0,0,0,1
"12315",0,0,0,2,2,2,2,1,1,1,1
"12316",0,0,1,2,2,2,2,1,1,1,1
"5718",0,2,2,2,2,2,2,2,2,2,1
"4860",1,1,1,0,2,0,0,0,0,0,1
"32202",0,1,0,0,0,0,0,0,0,0,1
"4861",1,1,0,0,2,0,0,0,0,0,1
"21500",1,0,2,2,2,2,2,2,2,2,1
"5719",0,2,1,2,2,2,2,2,2,2,1
"5720",0,2,2,2,2,2,2,2,2,2,1
"12317",0,0,1,2,2,2,2,1,1,1,1
"5721",0,2,2,2,2,2,2,2,2,2,1
"32203",0,1,2,0,0,0,0,0,0,0,1
"5722",0,2,2,2,2,2,2,2,2,2,1
"12318",0,0,1,2,2,2,2,1,1,1,1
"4862",1,1,1,0,2,0,0,0,0,0,1
"12319",0,0,1,2,2,2,2,1,1,1,1
"4863",1,1,0,0,2,0,0,0,0,0,1
"12320",0,0,1,2,2,2,2,1,1,1,1
"21501",1,0,2,2,2,2,2,2,2,2,1
"32204",0,1,1,0,0,0,0,0,0,0,1
"5723",0,2,2,2,2,2,2,2,2,2,1
"12321",0,0,1,2,2,2,2,1,1,1,1
"32205",0,1,2,0,0,0,0,0,0,0,1
"32206",0,1,2,0,0,0,0,0,0,0,1
"32207",0,1,2,0,0,0,0,0,0,0,1
"12322",0,0,1,2,2,2,2,1,1,1,1
"12323",0,0,0,2,2,2,2,1,1,1,1
"32208",0,1,0,0,0,0,0,0,0,0,1
"32209",0,1,0,0,0,0,0,0,0,0,1
"12324",0,0,2,2,2,2,2,1,1,1,1
"12325",0,0,1,2,2,2,2,1,1,1,1
"5724",0,2,2,2,2,2,2,2,2,2,1
"32210",0,1,0,0,0,0,0,0,0,0,1
"12326",0,0,0,2,2,2,2,1,1,1,1
"12327",0,0,1,2,2,2,2,1,1,1,1
"32211",0,1,2,0,0,0,0,0,0,0,1
"21502",1,0,1,2,2,2,2,2,2,2,1
"21503",1,0,1,2,2,2,2,2,2,2,1
"32212",0,1,1,0,0,0,0,0,0,0,1
"4864",1,1,0,0,2,0,0,0,0,0,1
"21504",1,0,2,2,2,2,2,2,2,2,1
"12328",0,0,0,2,2,2,2,1,1,1,1
"21505",1,0,1,2,2,2,2,2,2,2,1
"4865",1,1,0,0,2,0,0,0,0,0,1
"32213",0,1,1,0,0,0,0,0,0,0,1
"5725",0,2,2,2,2,2,2,2,2,2,1
"12329",0,0,2,2,2,2,2,1,1,1,1
"32214",0,1,0,0,0,0,0,0,0,0,1
"21506",1,0,1,2,2,2,2,2,2,2,1
"5726",0,2,2,2,2,2,2,2,2,2,1
"6311",1,2,0,2,2,2,2,2,2,2,1
"6312",1,2,0,2,2,2,2,2,2,2,1
"12330",0,0,2,2,2,2,2,1,1,1,1
"32215",0,1,0,0,0,0,0,0,0,0,1
"12331",0,0,2,2,2,2,2,1,1,1,1
"32216",0,1,0,0,0,0,0,0,0,0,1
"12332",0,0,0,2,2,2,2,1,1,1,1
"21507",1,0,2,2,2,2,2,2,2,2,1
"12333",0,0,0,2,2,2,2,1,1,1,1
"12334",0,0,1,2,2,2,2,1,1,1,1
"32217",0,1,2,0,0,0,0,0,0,0,1
"32218",0,1,2,0,0,0,0,0,0,0,1
"21508",1,0,0,2,2,2,2,2,2,2,1
"32219",0,1,0,0,0,0,0,0,0,0,1
"21509",1,0,1,2,2,2,2,2,2,2,1
"12335",0,0,2,2,2,2,2,1,1,1,1
"5727",0,2,2,2,2,2,2,2,2,2,1
"32220",0,1,2,0,0,0,0,0,0,0,1
"21510",1,0,2,2,2,2,2,2,2,2,1
"21511",1,0,2,2,2,2,2,2,2,2,1
"32221",0,1,0,0,0,0,0,0,0,0,1
"32222",0,1,2,0,0,0,0,0,0,0,1
"21512",1,0,2,2,2,2,2,2,2,2,1
"21513",1,0,1,2,2,2,2,2,2,2,1
"5728",0,2,2,2,2,2,2,2,2,2,1
"21514",1,0,2,2,2,2,2,2,2,2,1
"12336",0,0,1,2,2,2,2,1,1,1,1
"12337",0,0,0,2,2,2,2,1,1,1,1
"21515",1,0,2,2,2,2,2,2,2,2,1
"32223",0,1,0,0,0,0,0,0,0,0,1
"12338",0,0,0,2,2,2,2,1,1,1,1
"21516",1,0,0,2,2,2,2,2,2,2,1
"4866",1,1,0,0,2,0,0,0,0,0,1
"32224",0,1,0,0,0,0,0,0,0,0,1
"32225",0,1,0,0,0,0,0,0,0,0,1
"32226",0,1,1,0,0,0,0,0,0,0,1
"12339",0,0,2,2,2,2,2,1,1,1,1
"6313",1,2,0,2,2,2,2,2,2,2,1
"12340",0,0,1,2,2,2,2,1,1,1,1
"12341",0,0,1,2,2,2,2,1,1,1,1
"6314",1,2,0,2,2,2,2,2,2,2,1
"4867",1,1,0,0,2,0,0,0,0,0,1
"21517",1,0,2,2,2,2,2,2,2,2,1
"12342",0,0,1,2,2,2,2,1,1,1,1
"32227",0,1,2,0,0,0,0,0,0,0,1
"12343",0,0,2,2,2,2,2,1,1,1,1
"4868",1,1,0,0,2,0,0,0,0,0,1
"32228",0,1,2,0,0,0,0,0,0,0,1
"32229",0,1,0,0,0,0,0,0,0,0,1
"21518",1,0,2,2,2,2,2,2,2,2,1
"5729",0,2,1,2,2,2,2,2,2,2,1
"21519",1,0,2,2,2,2,2,2,2,2,1
"12344",0,0,1,2,2,2,2,1,1,1,1
"12345",0,0,2,2,2,2,2,1,1,1,1
"32230",0,1,0,0,0,0,0,0,0,0,1
